Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H5216,107,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-107 (PPO),Humana Inc.,7/1/2005 0:00
H5216,108,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-108 (PPO),Humana Inc.,7/1/2005 0:00
H5216,109,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-109 (PPO),Humana Inc.,7/1/2005 0:00
H5216,110,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-110 (PPO),Humana Inc.,7/1/2005 0:00
H5216,111,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-111 (PPO),Humana Inc.,7/1/2005 0:00
H5216,112,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-112 (PPO),Humana Inc.,7/1/2005 0:00
H5216,113,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-113 (PPO),Humana Inc.,7/1/2005 0:00
H5216,114,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-114 (PPO),Humana Inc.,7/1/2005 0:00
H5216,115,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,Humana Value Plus H5216-115 (PPO),Humana Inc.,7/1/2005 0:00
H5216,116,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-116 (PPO),Humana Inc.,7/1/2005 0:00
H5216,117,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,Humana Value Plus H5216-117 (PPO),Humana Inc.,7/1/2005 0:00
H5216,119,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-119 (PPO),Humana Inc.,7/1/2005 0:00
H5216,120,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-120 (PPO),Humana Inc.,7/1/2005 0:00
H5216,121,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-121 (PPO),Humana Inc.,7/1/2005 0:00
H5216,122,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-122 (PPO),Humana Inc.,7/1/2005 0:00
H5216,123,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-123 (PPO),Humana Inc.,7/1/2005 0:00
H5216,124,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-124 (PPO),Humana Inc.,7/1/2005 0:00
H5216,125,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,Humana Value Plus H5216-125 (PPO),Humana Inc.,7/1/2005 0:00
H5216,126,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-126 (PPO),Humana Inc.,7/1/2005 0:00
H5216,127,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-127 (PPO),Humana Inc.,7/1/2005 0:00
H5216,128,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-128 (PPO),Humana Inc.,7/1/2005 0:00
H5216,129,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-129 (PPO),Humana Inc.,7/1/2005 0:00
H5216,131,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-131 (PPO),Humana Inc.,7/1/2005 0:00
H5216,132,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-132 (PPO),Humana Inc.,7/1/2005 0:00
H5216,133,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,Humana Value Plus H5216-133 (PPO),Humana Inc.,7/1/2005 0:00
H5216,135,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-135 (PPO),Humana Inc.,7/1/2005 0:00
H5216,136,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-136 (PPO),Humana Inc.,7/1/2005 0:00
H5216,137,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-137 (PPO),Humana Inc.,7/1/2005 0:00
H5216,138,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-138 (PPO),Humana Inc.,7/1/2005 0:00
H5216,139,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-139 (PPO),Humana Inc.,7/1/2005 0:00
H5216,140,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-140 (PPO),Humana Inc.,7/1/2005 0:00
H5216,141,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-141 (PPO),Humana Inc.,7/1/2005 0:00
H5216,805,Local CCP,Local PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (PPO),Humana Inc.,7/1/2005 0:00
H5216,806,Local CCP,Local PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (PPO),Humana Inc.,7/1/2005 0:00
H5216,807,Local CCP,Local PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (PPO),Humana Inc.,7/1/2005 0:00
H5216,808,Local CCP,Local PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (PPO),Humana Inc.,7/1/2005 0:00
H5216,809,Local CCP,Local PPO,No,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer (PPO),Humana Inc.,7/1/2005 0:00
H5216,810,Local CCP,Local PPO,Yes,No,Yes,HUMANA INSURANCE COMPANY,Humana,Humana Medicare Employer Non-CY (PPO),Humana Inc.,7/1/2005 0:00
H5253,4,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Nursing Home Plan (HMO-POS SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,11,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,21,Local CCP,HMO/HMOPOS,No,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Essential (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,24,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Dual Complete LP (HMO SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,30,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,33,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Value (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,34,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Value (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,35,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plus (HMO-POS),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,36,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,37,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,38,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,39,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,40,Local CCP,HMO/HMOPOS,No,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Essential (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,41,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Dual Complete (HMO SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,42,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Nursing Home Plan (HMO SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,43,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Assisted Living Plan (HMO-POS SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,44,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,45,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,46,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,47,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plus Plan 1 (HMO-POS),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,48,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plus Plan 2 (HMO-POS),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,49,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 7 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,50,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,51,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,52,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 6 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,53,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,54,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,55,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,56,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 4 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,57,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 8 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,59,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Dual Complete (HMO SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,60,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Nursing Home Plan (HMO-POS SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,61,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Assisted Living Plan (HMO-POS SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,62,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 5 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,63,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,64,Local CCP,HMO/HMOPOS,Yes,Yes,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Assisted Living Plan (HMO-POS SNP),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,67,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,68,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,72,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Value (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,73,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,74,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Premier (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,75,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Premier (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,76,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Premier (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,77,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Premier (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,79,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,80,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,81,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,82,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,83,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,84,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,85,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,86,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,87,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,88,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,89,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,90,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,91,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,97,Local CCP,HMO/HMOPOS,Yes,No,No,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,AARP MedicareComplete Value (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,802,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,810,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,811,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,812,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,813,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,814,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,815,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,816,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,817,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,818,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,819,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,820,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,821,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,822,Local CCP,HMO/HMOPOS,No,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5253,823,Local CCP,HMO/HMOPOS,Yes,No,Yes,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",8/1/1995 0:00
H5256,1,1876 Cost,1876 Cost,No,No,No,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,Medical Associates SmartPlan (Cost),"Medical Associates Clinic, P.C.",2/1/1996 0:00
H5256,2,1876 Cost,1876 Cost,No,No,No,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,Medical Associates Community Plan (Cost),"Medical Associates Clinic, P.C.",2/1/1996 0:00
H5256,4,1876 Cost,1876 Cost,No,No,No,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,Medical Associates Clinic Health Plan of Wisconsin,Medical Associates Freedom Plan (Cost),"Medical Associates Clinic, P.C.",2/1/1996 0:00
H5262,1,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,Gundersen Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,3,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,Gundersen Senior Preferred Value (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,4,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,Gundersen Senior Preferred Value (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,5,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,Gundersen Senior Preferred Elite (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,7,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,UW Health Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,8,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,UW Health Senior Preferred Value (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,9,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,UW Health Senior Preferred Value (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,10,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,UW Health Senior Preferred Elite (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,11,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,ProHealth Senior Preferred Elite (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,12,Local CCP,HMO/HMOPOS,Yes,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,ProHealth Senior Preferred Value (w/Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5262,13,Local CCP,HMO/HMOPOS,No,No,No,GUNDERSEN HEALTH PLAN,Senior Preferred,ProHealth Senior Preferred Elite (no Rx) (HMO),University of Wisconsin Hospitals and Clincs Autho,8/1/1999 0:00
H5264,2,1876 Cost,1876 Cost,No,No,No,"DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.",DeanCare Gold Enhanced (Cost),SSM Healthcare Corporation,1/1/1999 0:00
